category,sku_tier,weight_oz,supplier_tier,region,quantity,moq,lead_time_days,days_since_last_buy,last_unit_price,supplier_ask,fair_unit_price
hoodie,basic,7.0,standard,CN,429,86,44,188,10.82,11.31,10.53
hoodie,mid,8.5,premium,US,1885,200,27,77,24.13,24.95,23.34
hoodie,mid,8.5,premium,US,1876,200,28,249,22.43,27.02,21.13
hoodie,premium,10.0,premium,CN,637,103,36,135,30.72,34.93,29.88
hoodie,mid,8.5,standard,CN,389,42,43,254,18.41,23.7,18.77
hoodie,basic,7.0,standard,US,1008,85,23,166,12.56,14.15,12.63
hoodie,premium,10.0,standard,CN,362,61,31,199,27.78,31.96,27.95
hoodie,mid,8.5,standard,CN,1856,200,9,94,15.87,20.47,16.2
hoodie,mid,8.5,standard,MX,281,30,44,228,19.41,22.88,18.82
hoodie,mid,8.5,budget,US,159,21,29,261,17.96,21.03,18.48
hoodie,mid,8.5,standard,US,308,23,23,318,20.12,24.13,21.08
hoodie,mid,8.5,budget,MX,1582,105,24,336,16.83,19.19,17.36
hoodie,premium,10.0,budget,US,967,84,18,216,24.49,29.71,25.55
hoodie,premium,10.0,standard,US,1638,86,7,338,29.94,31.26,28.42
hoodie,basic,7.0,standard,US,1534,160,26,97,14.22,15.41,13.94
hoodie,mid,8.5,standard,CN,1585,181,33,364,18.23,18.49,17.3
hoodie,basic,7.0,premium,CN,65,13,17,234,12.04,13.88,12.4
hoodie,mid,8.5,budget,CN,689,35,19,87,17.44,17.22,16.2
hoodie,basic,7.0,standard,US,163,36,26,168,13.63,14.86,13.42
hoodie,mid,8.5,standard,US,557,101,10,159,20.51,21.91,20.23
hoodie,mid,8.5,budget,MX,911,126,30,151,17.12,19.14,17.48
hoodie,premium,10.0,standard,MX,844,141,24,177,28.61,33.18,26.93
hoodie,mid,8.5,budget,CN,985,159,21,185,14.71,18.48,14.98
hoodie,mid,8.5,premium,US,529,28,37,133,24.2,24.75,23.31
hoodie,premium,10.0,standard,CN,232,50,16,164,30.69,30.23,28.65
hoodie,mid,8.5,standard,US,1488,200,17,42,18.76,20.74,19.55
hoodie,basic,7.0,budget,CN,221,47,38,59,10.9,12.83,10.94
hoodie,mid,8.5,premium,US,1982,200,10,153,24.22,29.59,23.34
hoodie,basic,7.0,budget,MX,1240,200,30,204,9.81,11.19,10.14
hoodie,mid,8.5,budget,US,1020,200,11,314,19.38,20.33,18.0
hoodie,basic,7.0,standard,MX,482,94,26,326,14.26,16.96,13.31
hoodie,mid,8.5,premium,CN,250,29,38,174,22.43,27.64,22.41
hoodie,basic,7.0,standard,US,1355,103,24,223,13.21,14.33,12.47
hoodie,mid,8.5,budget,CN,1770,114,41,350,16.55,17.57,16.7
hoodie,mid,8.5,standard,US,1949,125,9,162,19.23,22.89,19.41
hoodie,basic,7.0,premium,CN,1392,200,45,242,12.83,16.69,13.12
hoodie,basic,7.0,premium,US,111,22,44,33,14.96,17.38,15.58
hoodie,mid,8.5,standard,US,1764,105,20,321,20.87,23.96,20.41
hoodie,basic,7.0,budget,MX,1859,200,14,211,10.15,10.69,9.93
hoodie,premium,10.0,standard,CN,1122,200,12,284,25.49,31.72,24.81
hoodie,mid,8.5,standard,CN,806,94,32,299,18.03,21.54,18.57
hoodie,mid,8.5,budget,CN,1969,159,38,94,15.12,18.86,15.67
hoodie,premium,10.0,standard,CN,1319,116,20,194,21.6,26.5,22.68
hoodie,mid,8.5,standard,CN,83,20,21,39,17.45,20.37,17.15
hoodie,mid,8.5,standard,CN,236,42,29,159,16.87,19.97,17.27
hoodie,basic,7.0,standard,CN,564,91,34,208,10.99,13.51,11.46
hoodie,mid,8.5,premium,US,197,26,29,234,23.39,27.82,22.56
hoodie,mid,8.5,budget,US,646,64,12,271,18.1,19.11,17.63
hoodie,mid,8.5,budget,US,1108,200,29,233,18.67,19.6,17.73
hoodie,mid,8.5,standard,CN,1652,162,19,64,17.63,18.66,17.17
hoodie,basic,7.0,standard,MX,1146,167,16,20,10.82,13.44,11.17
hoodie,basic,7.0,standard,CN,1700,183,27,26,12.5,13.51,11.58
hoodie,mid,8.5,budget,CN,1179,197,42,120,16.43,19.36,16.2
hoodie,basic,7.0,standard,US,301,33,13,214,13.16,15.62,13.34
hoodie,mid,8.5,budget,US,86,14,25,128,21.09,24.42,20.48
hoodie,basic,7.0,budget,CN,1441,200,24,68,9.18,11.69,9.15
hoodie,basic,7.0,standard,US,1073,186,19,197,12.62,13.95,12.27
hoodie,basic,7.0,budget,US,1618,186,32,42,11.43,14.81,11.67
hoodie,basic,7.0,standard,CN,983,137,13,108,11.66,13.17,11.26
hoodie,mid,8.5,premium,MX,234,54,17,273,21.59,22.83,21.54
hoodie,mid,8.5,budget,CN,393,36,15,263,15.97,17.99,16.16
hoodie,mid,8.5,budget,US,1165,147,19,227,18.39,21.82,18.54
hoodie,mid,8.5,premium,US,645,71,7,88,24.99,28.06,23.2
hoodie,basic,7.0,standard,MX,1737,200,11,139,11.49,12.7,11.52
hoodie,basic,7.0,premium,CN,250,58,9,92,13.01,15.43,13.02
hoodie,basic,7.0,budget,CN,273,46,22,356,10.43,13.4,10.6
hoodie,mid,8.5,premium,CN,1187,200,14,66,20.7,23.39,19.63
hoodie,mid,8.5,premium,MX,799,192,45,87,21.61,25.99,21.15
hoodie,basic,7.0,premium,US,476,48,24,61,13.49,15.11,14.07
hoodie,premium,10.0,premium,MX,1176,200,26,18,31.09,32.42,29.85
hoodie,mid,8.5,standard,CN,1227,200,26,173,18.23,20.57,17.96
hoodie,mid,8.5,budget,US,122,25,31,246,19.02,19.91,18.68
hoodie,basic,7.0,budget,US,1678,200,31,153,10.73,13.61,11.1
hoodie,mid,8.5,standard,CN,992,168,10,246,19.41,20.75,17.99
hoodie,basic,7.0,standard,US,1281,200,40,244,14.04,14.49,13.09
hoodie,basic,7.0,budget,US,1556,200,25,59,10.26,13.29,10.7
hoodie,basic,7.0,budget,MX,1579,200,29,133,10.17,11.51,9.77
hoodie,basic,7.0,premium,US,837,82,9,55,13.62,15.68,13.71
hoodie,basic,7.0,standard,US,836,48,25,24,12.93,16.29,12.84
hoodie,basic,7.0,standard,CN,1820,200,44,279,10.95,13.61,10.83
hoodie,basic,7.0,premium,US,76,18,36,253,14.73,17.83,15.35
hoodie,premium,10.0,premium,CN,1364,199,43,172,32.2,34.62,30.05
hoodie,basic,7.0,premium,CN,176,24,43,230,13.42,13.86,12.44
hoodie,basic,7.0,premium,US,573,61,12,196,13.62,15.34,13.9
hoodie,mid,8.5,standard,MX,1181,200,28,205,17.72,23.1,18.09
hoodie,mid,8.5,standard,US,1701,156,21,198,20.91,26.04,21.85
hoodie,mid,8.5,standard,CN,812,142,29,123,18.71,22.77,17.93
hoodie,mid,8.5,standard,MX,959,93,36,124,20.42,21.31,19.63
hoodie,mid,8.5,standard,CN,336,79,19,300,18.19,19.5,17.16
hoodie,basic,7.0,standard,CN,1736,200,37,351,10.51,11.41,10.68
hoodie,premium,10.0,budget,MX,1205,108,14,260,23.47,29.68,23.45
hoodie,basic,7.0,standard,CN,1170,200,37,131,11.9,12.05,11.18
hoodie,basic,7.0,budget,US,1453,200,42,327,12.53,14.4,11.78
hoodie,basic,7.0,standard,US,1703,200,45,243,14.17,15.45,13.73
hoodie,mid,8.5,premium,CN,497,84,22,142,19.91,24.47,19.68
hoodie,basic,7.0,standard,CN,834,108,44,91,12.6,13.71,12.18
hoodie,mid,8.5,budget,CN,134,12,12,70,18.15,18.53,17.33
hoodie,basic,7.0,budget,CN,169,37,36,112,11.44,13.05,10.93
hoodie,basic,7.0,premium,CN,1776,170,10,358,11.25,13.29,11.07
hoodie,basic,7.0,premium,US,1388,200,43,333,14.97,17.35,14.01
hoodie,premium,10.0,standard,US,427,78,20,51,28.21,31.89,27.22
hoodie,mid,8.5,premium,MX,979,200,22,335,23.59,26.67,21.92
hoodie,basic,7.0,budget,US,172,35,40,294,10.95,12.94,11.31
hoodie,mid,8.5,standard,CN,839,179,14,260,17.74,21.09,17.0
hoodie,basic,7.0,standard,US,1590,116,34,325,12.54,13.86,12.34
hoodie,mid,8.5,standard,US,872,191,34,154,21.05,21.89,20.54
hoodie,mid,8.5,budget,US,392,96,15,287,20.19,23.41,18.95
hoodie,mid,8.5,premium,CN,383,48,45,137,21.09,25.64,20.6
hoodie,basic,7.0,budget,US,403,93,33,145,13.35,14.32,12.85
hoodie,premium,10.0,premium,CN,1554,200,41,236,29.58,37.91,30.82
hoodie,basic,7.0,budget,US,552,30,40,26,11.39,12.0,11.22
hoodie,basic,7.0,standard,MX,1241,200,10,341,11.62,13.32,11.48
hoodie,mid,8.5,budget,CN,754,124,16,22,15.34,17.76,15.58
hoodie,basic,7.0,budget,CN,869,74,32,216,10.5,11.02,10.33
hoodie,mid,8.5,budget,MX,679,80,44,304,17.76,19.37,17.57
hoodie,mid,8.5,premium,MX,1194,106,29,264,20.94,24.51,20.46
hoodie,basic,7.0,standard,CN,576,107,11,46,11.41,13.29,11.66
hoodie,premium,10.0,budget,CN,1480,200,16,195,21.02,23.72,21.82
hoodie,premium,10.0,budget,CN,1766,144,20,29,21.82,24.23,21.38
hoodie,premium,10.0,budget,MX,1965,200,16,309,22.1,25.23,21.61
hoodie,basic,7.0,premium,MX,1795,151,14,34,12.16,13.7,11.71
hoodie,basic,7.0,budget,CN,928,89,34,194,9.92,11.81,10.19
hoodie,basic,7.0,standard,CN,1755,95,25,84,11.38,13.95,11.58
hoodie,basic,7.0,standard,CN,1028,177,34,121,11.79,12.69,11.28
hoodie,basic,7.0,standard,US,64,12,30,55,13.5,15.67,13.99
hoodie,mid,8.5,budget,CN,288,21,18,120,18.32,18.34,16.97
hoodie,basic,7.0,budget,CN,1552,200,21,15,9.83,11.21,10.08
hoodie,basic,7.0,premium,CN,587,52,36,183,12.23,12.61,11.65
hoodie,premium,10.0,budget,US,1266,91,33,216,25.4,31.78,25.28
hoodie,basic,7.0,standard,US,1168,168,26,18,12.94,14.54,13.12
hoodie,premium,10.0,standard,US,917,117,44,251,30.54,32.8,29.39
hoodie,mid,8.5,standard,CN,81,12,13,264,20.71,21.32,19.58
hoodie,basic,7.0,budget,CN,221,16,7,176,11.47,14.09,11.08
hoodie,basic,7.0,standard,US,1469,195,19,76,12.58,14.34,12.96
hoodie,basic,7.0,standard,CN,1156,200,27,271,11.35,13.44,11.64
hoodie,basic,7.0,standard,CN,741,173,10,170,10.82,12.45,10.33
hoodie,mid,8.5,budget,CN,243,16,28,95,17.24,21.0,17.39
hoodie,mid,8.5,standard,CN,1467,200,41,104,18.02,21.66,18.28
hoodie,premium,10.0,budget,US,1885,200,41,273,31.05,34.3,29.61
hoodie,mid,8.5,standard,US,1661,200,26,81,22.19,23.24,20.65
hoodie,mid,8.5,budget,US,1521,186,18,37,18.89,21.16,17.94
hoodie,basic,7.0,standard,CN,1252,200,12,68,12.01,12.56,11.4
hoodie,mid,8.5,standard,MX,982,129,16,240,16.09,20.27,16.22
hoodie,basic,7.0,premium,CN,26,12,29,285,14.47,17.28,13.8
hoodie,mid,8.5,premium,CN,396,29,20,117,20.42,24.65,20.06
hoodie,basic,7.0,premium,CN,425,44,34,362,13.77,15.7,13.43
hoodie,mid,8.5,budget,CN,1431,200,38,157,16.04,17.92,16.64
hoodie,basic,7.0,premium,MX,1262,200,37,309,12.97,16.94,13.46
hoodie,basic,7.0,standard,CN,124,28,21,122,11.7,13.56,11.55
hoodie,mid,8.5,standard,MX,1722,136,30,343,17.51,20.98,17.48
hoodie,mid,8.5,standard,CN,1614,156,43,253,17.22,21.29,17.54
hoodie,premium,10.0,budget,US,33,12,38,314,28.83,33.37,27.41
hoodie,mid,8.5,standard,US,665,94,23,172,21.05,21.04,19.85
hoodie,basic,7.0,premium,CN,373,74,15,211,12.91,16.16,13.17
hoodie,mid,8.5,premium,US,248,46,8,146,23.21,28.56,22.64
hoodie,basic,7.0,standard,CN,699,168,43,41,11.79,12.43,10.96
hoodie,premium,10.0,standard,CN,1573,148,38,182,26.75,29.2,24.81
hoodie,basic,7.0,standard,US,1712,160,26,360,12.64,15.2,13.2
hoodie,mid,8.5,premium,MX,1745,200,31,62,20.35,24.43,19.58
hoodie,basic,7.0,budget,US,1307,66,39,287,11.2,13.93,11.48
hoodie,basic,7.0,budget,CN,1876,164,44,314,9.78,11.92,10.12
hoodie,mid,8.5,budget,CN,408,38,15,363,15.68,19.33,15.98
hoodie,mid,8.5,premium,CN,608,106,16,148,19.48,22.03,20.36
hoodie,basic,7.0,budget,US,1022,66,34,327,12.02,13.68,12.06
hoodie,mid,8.5,premium,US,110,25,16,32,22.85,26.23,23.68
hoodie,basic,7.0,premium,US,568,134,30,302,14.82,15.18,14.12
hoodie,mid,8.5,premium,CN,1247,85,16,258,20.73,20.83,19.78
hoodie,basic,7.0,budget,MX,1530,200,16,100,10.65,13.18,10.86
hoodie,basic,7.0,standard,CN,605,80,29,141,11.95,12.66,11.15
hoodie,basic,7.0,premium,US,1214,141,15,222,14.43,17.44,14.22
hoodie,mid,8.5,standard,US,1915,200,21,344,20.08,25.55,20.01
hoodie,mid,8.5,standard,US,563,104,33,32,20.89,25.11,21.28
hoodie,mid,8.5,premium,US,1735,136,34,302,25.74,26.2,23.99
hoodie,basic,7.0,standard,US,1968,200,8,219,12.95,15.8,12.53
hoodie,basic,7.0,standard,US,1983,200,13,102,12.14,15.48,12.43
hoodie,basic,7.0,standard,MX,961,131,37,97,11.63,12.46,11.38
hoodie,basic,7.0,standard,US,498,83,11,319,14.41,16.57,13.47
hoodie,mid,8.5,budget,US,1766,200,8,259,19.2,22.7,18.07
hoodie,basic,7.0,budget,US,502,90,35,157,12.97,13.85,12.34
hoodie,mid,8.5,standard,MX,1530,200,35,99,18.33,20.43,18.8
hoodie,mid,8.5,premium,CN,1555,200,12,99,19.83,20.55,19.35
hoodie,basic,7.0,standard,US,883,108,44,179,12.97,16.09,13.63
hoodie,mid,8.5,premium,US,1349,182,23,239,22.5,27.5,21.81
hoodie,premium,10.0,budget,CN,969,90,42,252,22.94,23.7,22.5
hoodie,basic,7.0,standard,CN,1266,132,27,259,11.96,12.09,11.38
hoodie,basic,7.0,budget,MX,1284,196,45,246,11.0,11.68,10.98
hoodie,mid,8.5,standard,CN,325,74,11,343,18.12,21.21,18.43
hoodie,basic,7.0,budget,US,1034,67,40,231,11.44,11.8,11.21
hoodie,basic,7.0,standard,MX,1998,200,31,170,13.11,14.41,12.18
hoodie,basic,7.0,budget,MX,979,163,19,77,10.31,12.87,10.66
hoodie,basic,7.0,standard,US,1429,148,32,23,11.48,14.23,11.16
hoodie,mid,8.5,budget,CN,65,12,7,74,16.81,18.8,16.18
hoodie,premium,10.0,standard,CN,105,15,13,42,24.67,27.88,24.99
hoodie,basic,7.0,premium,CN,1210,150,35,319,12.36,13.37,12.51
hoodie,basic,7.0,premium,US,212,12,43,14,14.51,17.76,14.35
hoodie,mid,8.5,standard,US,82,16,7,204,20.79,24.82,20.55
hoodie,premium,10.0,budget,US,1423,200,9,55,27.63,31.76,26.63
hoodie,premium,10.0,standard,CN,1303,200,37,151,26.89,28.53,25.32
hoodie,basic,7.0,standard,US,683,115,35,172,13.07,14.08,12.46
hoodie,basic,7.0,standard,CN,1285,200,23,356,11.25,12.89,11.4
hoodie,mid,8.5,standard,MX,105,25,30,61,21.18,21.68,19.62
hoodie,premium,10.0,premium,CN,1596,153,35,230,29.19,33.02,27.75
hoodie,basic,7.0,budget,US,1409,200,7,285,11.86,12.51,11.69
hoodie,mid,8.5,standard,US,1371,81,30,280,19.29,22.36,20.09
hoodie,mid,8.5,standard,CN,458,110,28,271,17.02,18.29,17.25
hoodie,basic,7.0,budget,CN,702,38,43,299,10.41,11.48,10.6
hoodie,basic,7.0,standard,MX,224,51,12,43,12.65,15.34,12.43
hoodie,premium,10.0,premium,CN,537,70,34,275,29.44,35.48,28.65
hoodie,basic,7.0,standard,US,1206,159,39,354,12.99,14.2,12.3
hoodie,mid,8.5,standard,MX,1444,200,41,18,19.79,21.91,19.11
hoodie,basic,7.0,standard,US,1967,200,15,18,12.58,14.9,12.67
hoodie,basic,7.0,standard,MX,1806,200,37,294,11.25,14.38,11.74
hoodie,basic,7.0,premium,CN,548,94,41,157,12.75,14.25,12.75
hoodie,mid,8.5,premium,CN,1987,140,42,143,20.73,24.79,21.58
hoodie,mid,8.5,standard,CN,1121,66,24,190,18.13,22.1,17.59
hoodie,basic,7.0,premium,CN,1743,200,39,279,11.35,14.12,11.15
hoodie,basic,7.0,budget,MX,1075,109,35,164,10.88,11.66,11.09
hoodie,premium,10.0,premium,CN,303,58,44,123,30.08,36.01,30.3
hoodie,basic,7.0,standard,US,1383,200,44,120,13.9,15.23,13.03
hoodie,basic,7.0,budget,CN,595,129,40,160,10.57,12.2,10.13
hoodie,basic,7.0,premium,CN,168,41,33,297,12.86,14.36,13.29
hoodie,premium,10.0,premium,CN,152,36,36,28,28.55,33.6,29.93
hoodie,basic,7.0,standard,MX,293,56,35,339,12.31,13.32,12.54
hoodie,mid,8.5,premium,CN,385,81,38,48,20.01,25.31,20.24
hoodie,basic,7.0,budget,CN,153,32,13,80,10.03,12.42,10.26
hoodie,mid,8.5,premium,MX,1166,200,41,38,21.71,23.04,20.39
hoodie,premium,10.0,standard,US,846,106,29,235,32.0,32.31,30.24
hoodie,premium,10.0,budget,US,1775,200,40,104,28.18,32.97,27.2
hoodie,basic,7.0,standard,CN,1891,200,24,213,11.75,13.2,11.27
hoodie,basic,7.0,standard,CN,1848,150,41,160,11.39,13.97,11.6
hoodie,mid,8.5,budget,CN,1288,200,36,60,16.95,17.6,16.17
hoodie,mid,8.5,premium,CN,450,100,31,281,21.38,24.41,19.97
hoodie,mid,8.5,budget,CN,1959,200,28,109,17.21,20.6,16.89
hoodie,premium,10.0,standard,CN,331,16,37,243,26.23,33.34,27.31
hoodie,basic,7.0,standard,CN,491,105,24,340,11.64,13.5,11.03
hoodie,premium,10.0,standard,US,779,113,28,231,32.0,37.71,30.34
hoodie,mid,8.5,standard,US,99,12,28,123,21.11,25.1,21.19
hoodie,basic,7.0,premium,CN,1614,200,15,101,13.67,13.49,12.78
hoodie,mid,8.5,standard,US,110,22,16,183,19.37,22.44,19.61
hoodie,mid,8.5,standard,MX,1425,134,44,244,19.59,21.3,19.83
hoodie,mid,8.5,standard,CN,1773,200,30,312,18.45,19.57,17.54
hoodie,premium,10.0,standard,CN,1105,141,28,208,25.51,31.7,25.09
hoodie,basic,7.0,standard,CN,1047,200,20,109,12.74,13.18,12.36
hoodie,mid,8.5,budget,MX,1258,146,41,252,17.79,21.06,16.78
hoodie,basic,7.0,standard,CN,1950,200,44,360,12.24,13.06,11.39
hoodie,basic,7.0,standard,US,1327,200,27,119,13.14,17.04,13.42
hoodie,mid,8.5,budget,US,265,26,39,269,20.86,21.54,19.89
hoodie,basic,7.0,standard,CN,1150,200,27,294,11.24,12.71,11.8
hoodie,mid,8.5,budget,CN,598,130,19,180,15.65,19.65,16.43
hoodie,basic,7.0,budget,CN,1595,200,27,209,9.69,12.09,9.59
hoodie,mid,8.5,budget,CN,1992,200,43,189,16.39,18.63,16.42
hoodie,premium,10.0,standard,CN,1353,132,31,82,24.81,28.44,25.08
hoodie,premium,10.0,premium,US,1863,120,21,333,30.53,35.29,31.45
hoodie,mid,8.5,standard,MX,776,61,10,246,18.8,22.75,18.52
hoodie,basic,7.0,standard,US,222,49,18,61,13.31,14.49,12.46
hoodie,mid,8.5,standard,US,147,30,9,354,21.07,22.89,19.79
hoodie,basic,7.0,standard,CN,1145,89,10,110,10.52,13.16,10.55
hoodie,basic,7.0,premium,US,1634,136,25,160,15.2,16.2,14.08
hoodie,basic,7.0,premium,US,1634,88,23,60,14.15,16.8,13.56
hoodie,premium,10.0,standard,CN,1725,200,29,258,24.16,32.0,25.34
hoodie,mid,8.5,premium,US,206,15,22,92,23.29,24.84,23.22
hoodie,premium,10.0,budget,US,1625,118,26,133,24.26,27.81,25.3
hoodie,mid,8.5,standard,CN,1442,122,36,232,17.13,20.73,17.82
hoodie,basic,7.0,budget,CN,1597,117,8,98,10.53,13.26,10.37
hoodie,basic,7.0,budget,CN,1784,198,9,97,10.18,10.06,9.48
hoodie,mid,8.5,standard,CN,168,27,33,168,19.24,22.64,18.78
hoodie,premium,10.0,budget,US,340,21,20,112,29.53,33.42,27.46
hoodie,mid,8.5,budget,CN,1989,159,34,334,17.56,20.55,16.41
hoodie,premium,10.0,premium,MX,199,12,20,294,30.22,33.81,31.41
hoodie,mid,8.5,standard,US,620,35,8,71,21.26,25.87,20.26
hoodie,basic,7.0,standard,US,1238,152,8,266,13.78,14.98,12.92
hoodie,basic,7.0,budget,CN,1490,200,29,92,10.21,12.92,10.42
hoodie,mid,8.5,budget,CN,832,45,19,353,15.93,18.76,15.41
hoodie,basic,7.0,premium,CN,1400,200,10,175,12.92,12.89,12.19
hoodie,basic,7.0,premium,CN,1278,160,20,44,12.79,12.69,12.03
hoodie,basic,7.0,standard,CN,849,197,32,217,12.34,12.66,11.44
hoodie,mid,8.5,budget,CN,1034,74,27,281,17.91,20.15,17.03
hoodie,premium,10.0,budget,US,1368,81,33,115,25.51,32.71,26.74
hoodie,basic,7.0,standard,CN,1030,111,41,283,12.16,14.15,11.79
hoodie,basic,7.0,standard,US,1524,77,43,266,12.76,14.84,11.94
hoodie,basic,7.0,standard,US,1961,200,24,196,13.34,13.79,12.55
hoodie,mid,8.5,premium,MX,1980,200,8,123,20.58,22.56,19.64
hoodie,mid,8.5,premium,MX,1146,200,19,216,21.74,22.45,20.52
hoodie,premium,10.0,standard,US,91,12,22,224,30.31,37.23,30.17
hoodie,mid,8.5,standard,US,1957,200,13,215,21.28,21.89,20.27
hoodie,basic,7.0,budget,CN,706,84,17,308,9.97,11.19,10.0
hoodie,mid,8.5,budget,CN,1614,167,12,203,16.15,19.18,15.82
hoodie,mid,8.5,standard,CN,1851,117,33,289,17.4,19.98,18.24
hoodie,basic,7.0,budget,US,1269,105,8,184,12.12,12.93,11.63
hoodie,premium,10.0,premium,CN,384,76,39,140,32.17,38.19,29.99
hoodie,premium,10.0,standard,US,208,51,8,115,28.69,30.29,27.22
hoodie,mid,8.5,budget,CN,717,157,29,359,17.36,20.04,16.09
hoodie,basic,7.0,premium,CN,1342,200,16,268,13.43,15.91,12.5
hoodie,basic,7.0,standard,CN,1882,194,15,64,11.45,13.51,10.94
hoodie,basic,7.0,standard,US,1120,138,10,311,12.28,13.65,11.83
hoodie,premium,10.0,standard,US,554,30,45,307,28.03,31.61,29.37
hoodie,basic,7.0,premium,US,1644,167,8,137,13.18,14.34,12.94
hoodie,basic,7.0,premium,US,1993,200,36,31,14.43,15.18,13.48
hoodie,mid,8.5,standard,MX,1478,110,18,318,18.58,22.51,18.9
hoodie,basic,7.0,standard,CN,626,48,12,257,11.2,12.9,11.13
hoodie,basic,7.0,budget,MX,49,12,11,345,10.48,12.02,10.73
hoodie,mid,8.5,standard,US,1452,200,44,108,20.65,23.31,19.81
hoodie,mid,8.5,standard,CN,1887,200,45,263,17.37,20.17,16.71
hoodie,basic,7.0,budget,CN,51,12,13,78,10.18,11.71,10.24
hoodie,basic,7.0,standard,CN,108,23,43,168,11.12,14.59,11.56
hoodie,basic,7.0,standard,CN,1849,200,22,174,11.98,14.12,11.25
hoodie,basic,7.0,budget,MX,371,68,37,197,10.56,12.06,10.2
hoodie,mid,8.5,standard,CN,123,28,33,180,17.69,21.7,17.49
hoodie,basic,7.0,standard,MX,1834,200,11,282,11.43,13.51,10.63
hoodie,mid,8.5,standard,CN,1242,131,7,263,18.23,21.13,18.88
hoodie,basic,7.0,budget,MX,1484,200,13,312,11.06,13.8,11.27
hoodie,mid,8.5,premium,US,378,74,26,264,23.4,27.05,23.01
hoodie,mid,8.5,standard,CN,1479,128,38,356,16.44,20.05,16.64
hoodie,premium,10.0,standard,MX,34,12,42,300,27.83,36.18,28.62
hoodie,basic,7.0,standard,MX,1514,200,8,295,11.73,12.79,11.19
hoodie,mid,8.5,standard,CN,1283,169,32,224,19.5,22.7,18.25
hoodie,mid,8.5,budget,US,1194,200,30,249,18.71,23.14,18.9
hoodie,mid,8.5,budget,US,247,50,7,21,20.4,23.57,19.28
hoodie,mid,8.5,budget,CN,120,25,38,280,17.19,19.71,16.88
hoodie,mid,8.5,premium,US,1468,200,44,129,22.21,22.43,21.2
hoodie,premium,10.0,premium,US,505,52,24,318,34.84,38.52,33.49
hoodie,mid,8.5,standard,CN,1796,200,18,329,17.94,22.69,18.17
hoodie,mid,8.5,standard,CN,929,71,37,216,18.05,22.48,18.31
hoodie,mid,8.5,standard,CN,939,200,24,269,17.88,18.55,16.95
hoodie,basic,7.0,budget,CN,330,20,34,105,12.06,12.32,11.18
hoodie,basic,7.0,premium,US,821,149,23,190,15.43,16.58,15.76
hoodie,premium,10.0,standard,CN,970,194,23,34,24.16,26.39,24.67
hoodie,mid,8.5,budget,CN,329,34,32,259,16.8,21.08,17.21
hoodie,mid,8.5,premium,CN,151,29,29,121,23.21,24.81,21.69
hoodie,premium,10.0,budget,US,1033,141,20,146,25.48,31.22,25.43
hoodie,mid,8.5,budget,CN,311,71,21,268,15.77,19.8,16.19
hoodie,basic,7.0,budget,US,1683,161,37,41,11.88,12.72,11.48
hoodie,premium,10.0,budget,US,937,48,19,111,26.82,30.86,25.57
hoodie,mid,8.5,standard,CN,1685,200,41,157,16.06,19.91,16.61
hoodie,premium,10.0,standard,US,50,12,21,239,29.26,34.88,28.74
hoodie,mid,8.5,standard,CN,1432,200,37,229,19.12,21.2,17.75
hoodie,basic,7.0,premium,CN,755,84,16,63,13.14,14.89,12.68
hoodie,basic,7.0,standard,US,347,47,8,179,13.23,17.26,13.56
hoodie,premium,10.0,standard,CN,1109,135,20,148,26.29,34.74,27.18
hoodie,basic,7.0,premium,MX,102,12,36,328,13.25,15.94,12.77
hoodie,mid,8.5,budget,CN,787,42,17,62,16.2,19.2,16.22
hoodie,mid,8.5,premium,CN,1659,200,12,362,20.15,23.14,20.12
hoodie,premium,10.0,standard,CN,854,151,9,220,25.15,28.73,25.69
hoodie,basic,7.0,budget,CN,634,136,43,361,10.43,12.48,10.47
hoodie,premium,10.0,budget,MX,1105,129,26,89,25.48,27.66,25.49
hoodie,basic,7.0,standard,US,845,83,35,165,13.19,14.24,12.84
hoodie,basic,7.0,standard,US,39,12,43,192,14.13,15.46,13.5
hoodie,basic,7.0,standard,CN,778,69,37,43,12.06,12.35,11.53
hoodie,mid,8.5,standard,CN,1960,200,20,208,17.29,21.56,17.66
hoodie,basic,7.0,standard,US,1370,200,20,109,12.9,14.12,12.7
hoodie,basic,7.0,premium,CN,897,164,7,63,11.51,12.69,12.06
hoodie,mid,8.5,standard,US,1499,200,8,240,19.86,25.33,20.06
hoodie,basic,7.0,standard,CN,1840,200,19,354,10.86,12.36,10.9
hoodie,premium,10.0,budget,US,907,189,8,320,28.91,33.19,27.04
hoodie,mid,8.5,standard,CN,1969,200,7,160,17.85,19.49,17.61
hoodie,basic,7.0,standard,CN,1201,200,23,266,11.02,13.25,10.8
hoodie,premium,10.0,standard,CN,1635,200,27,80,23.7,27.79,23.13
hoodie,basic,7.0,standard,CN,204,32,35,291,11.19,13.63,11.63
hoodie,mid,8.5,standard,US,936,97,23,195,22.29,24.62,21.1
hoodie,mid,8.5,standard,US,834,68,27,43,22.69,27.23,21.95
hoodie,basic,7.0,standard,MX,1270,200,17,149,11.78,14.9,11.91
hoodie,basic,7.0,standard,CN,1243,144,14,109,11.58,12.78,10.96
hoodie,basic,7.0,standard,CN,117,12,26,228,11.39,11.96,11.39
hoodie,basic,7.0,premium,US,459,66,23,239,13.02,16.45,13.48
hoodie,basic,7.0,budget,MX,388,28,28,36,11.05,13.32,11.27
